SubjectID,AssignmentID,ProblemID,event_count,run_count,compile_count,compile_error_event_count,compile_error_result_count,compile_success_count,score_event_count,max_score,mean_score,first_order,last_order,compile_error_count
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,64,13,5,5,3,3,2,5,1.0,0.2,99962,99974,6
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,70,9,4,4,1,1,3,4,1.0,0.4642855,99975,99983,2
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,71,5,2,2,1,1,1,2,1.0,0.5,99984,99988,2
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,112,2,1,1,0,0,1,1,1.0,1.0,99989,99990,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,118,4,2,2,0,0,2,2,1.0,0.9545455,99991,99994,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,1,2,1,1,0,0,1,1,1.0,1.0,179362,179363,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,3,2,1,1,0,0,1,1,1.0,1.0,179364,179365,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,5,2,1,1,0,0,1,1,1.0,1.0,179358,179359,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,12,2,1,1,0,0,1,1,1.0,1.0,179366,179367,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,13,4,2,2,0,0,2,2,1.0,1.0,179331,179369,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,232,7,3,3,1,1,2,3,1.0,0.3333333333333333,179333,179339,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,233,2,1,1,0,0,1,1,1.0,1.0,179360,179361,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,234,4,2,2,0,0,2,2,1.0,0.8846155,179352,179355,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,235,12,4,4,4,1,3,4,1.0,0.5,179340,179351,5
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,236,2,1,1,0,0,1,1,1.0,1.0,179356,179357,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,17,2,1,1,0,0,1,1,1.0,1.0,233693,233694,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,20,11,5,5,1,1,4,5,1.0,0.4428572,233656,233692,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,21,6,3,3,0,0,3,3,1.0,0.3333333333333333,233652,233683,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,22,5,2,2,1,1,1,2,1.0,0.5,233695,233699,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,24,11,5,5,1,1,4,5,1.0,0.45454540000000004,233601,233633,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,25,6,3,3,0,0,3,3,1.0,0.3333333333333333,233646,233679,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,28,6,3,3,0,0,3,3,1.0,0.6333333333333333,233650,233703,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,100,28,12,12,4,3,9,12,1.0,0.2529761916666667,233610,233719,7
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,101,31,15,15,1,1,14,15,1.0,0.37600000000000006,233626,233715,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,102,13,6,6,1,1,5,6,1.0,0.4358975,233642,233677,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,31,2,1,1,0,0,1,1,1.0,1.0,318015,318016,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,32,67,27,27,13,9,18,27,1.0,0.13804704814814814,317969,318129,22
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,33,33,12,12,9,5,7,12,1.0,0.17777786666666665,318017,318049,14
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,34,59,21,21,17,10,11,21,0.714286,0.1768706761904762,318050,318110,27
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,36,2,1,1,0,0,1,1,1.0,1.0,317967,317968,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,37,5,2,2,1,1,1,2,1.0,0.5,317896,317900,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,38,46,18,18,10,9,9,18,1.0,0.43333322222222226,317901,317946,19
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,39,5,2,2,1,1,1,2,1.0,0.5,317962,317966,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,40,23,9,9,5,5,4,9,1.0,0.24786322222222223,317873,317895,10
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,128,15,5,5,5,2,3,5,1.0,0.5111112,317947,317961,7
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,41,8,3,3,2,2,1,3,1.0,0.3333333333333333,358607,358614,4
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,43,7,3,3,1,1,2,3,1.0,0.5416666666666666,358615,358621,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,44,2,1,1,0,0,1,1,1.0,1.0,358622,358623,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,46,4,2,2,0,0,2,2,1.0,0.861111,358624,358627,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,49,2,1,1,0,0,1,1,1.0,1.0,358628,358629,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,67,11,4,4,3,2,2,4,1.0,0.475,358630,358640,5
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,104,12,5,5,2,2,3,5,1.0,0.3333332,358641,358652,4
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,106,22,10,10,2,2,8,10,1.0,0.56875,358653,358674,4
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,107,59,27,27,5,5,22,27,1.0,0.4949495962962963,358675,358733,10
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,108,22,9,9,4,4,5,9,1.0,0.2631578888888889,358734,358755,8
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,45,11,5,5,1,1,4,5,1.0,0.3733332,458380,458390,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,48,18,6,6,6,5,1,6,1.0,0.16666666666666666,458391,458408,11
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,51,16,7,7,2,2,5,7,1.0,0.4505494285714286,458409,458424,4
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,56,4,2,2,0,0,2,2,1.0,0.9285715,458425,458428,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,57,2,1,1,0,0,1,1,1.0,1.0,458429,458430,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,64,13,6,6,1,1,5,6,1.0,0.20588233333333336,458431,458443,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,70,31,12,12,7,4,8,12,1.0,0.5714286666666667,458444,458474,11
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,71,5,2,2,1,1,1,2,1.0,0.5,458475,458479,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,112,5,2,2,1,1,1,2,1.0,0.5,458480,458484,2
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,118,6,3,3,0,0,3,3,1.0,0.7272726666666666,458485,458490,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,1,2,1,1,0,0,1,1,1.0,1.0,10992,10993,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,3,4,2,2,0,0,2,2,1.0,0.90625,10994,10997,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,5,10,4,4,2,2,2,4,1.0,0.4375,10972,10981,4
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,12,2,1,1,0,0,1,1,1.0,1.0,10998,10999,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,13,23,9,9,5,3,6,9,1.0,0.44444455555555556,10927,10949,8
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,232,2,1,1,0,0,1,1,1.0,1.0,10950,10951,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,233,10,4,4,2,2,2,4,1.0,0.48809525,10982,10991,4
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,234,2,1,1,0,0,1,1,1.0,1.0,10962,10963,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,235,10,5,5,0,0,5,5,1.0,0.5285714,10952,10961,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,236,8,3,3,2,2,1,3,1.0,0.3333333333333333,10964,10971,4
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,17,5,2,2,1,1,1,2,1.0,0.5,40982,40986,2
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,20,2,1,1,0,0,1,1,1.0,1.0,40980,40981,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,21,16,4,4,8,3,1,4,1.0,0.25,40964,40979,11
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,22,2,1,1,0,0,1,1,1.0,1.0,40987,40988,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,24,8,4,4,0,0,4,4,0.909091,0.534091,40904,40911,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,25,13,6,6,1,1,5,6,0.761905,0.5158731666666666,40957,40994,2
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,100,11,4,4,3,2,2,4,1.0,0.45535725000000005,40912,40922,5
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,101,34,15,15,4,3,12,15,0.76,0.39466666666666667,40923,40956,7
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,492,37,10,4,4,2,2,2,4,0.4,0.16666675,58419,58428,4
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,492,40,13,5,5,3,3,2,5,0.461538,0.10769222,58406,58418,6
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,41,2,1,1,0,0,1,1,1.0,1.0,70587,70588,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,43,46,13,13,20,9,4,13,0.625,0.14423076923076922,70589,70634,29
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,44,21,8,8,5,5,3,8,1.0,0.375,70635,70672,10
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,46,2,1,1,0,0,1,1,0.555556,0.555556,70831,70832,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,49,17,6,6,5,4,2,6,1.0,0.31372550000000005,70651,70667,9
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,67,43,19,19,5,4,15,19,0.8,0.4263157894736842,70673,70715,9
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,104,59,10,10,39,9,1,10,1.0,0.1,70716,70774,48
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,106,38,19,19,0,0,19,19,0.5625,0.3853744736842105,70775,70846,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,107,8,3,3,2,1,2,3,0.727273,0.24242433333333333,70803,70836,3
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,108,24,6,6,12,4,2,6,0.684211,0.22807033333333335,70807,70830,16
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,502,45,8,3,3,2,1,2,3,1.0,0.5555556666666667,99152,99159,3
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,1,2,1,1,0,0,1,1,1.0,1.0,11944,11945,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,3,37,14,14,9,8,6,14,1.0,0.35714285714285715,11946,11984,17
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,5,2,1,1,0,0,1,1,1.0,1.0,11934,11935,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,12,2,1,1,0,0,1,1,1.0,1.0,11981,11982,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,13,6,3,3,0,0,3,3,1.0,0.8840580000000001,11868,11873,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,232,8,4,4,0,0,4,4,1.0,0.89285725,11874,11881,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,233,8,4,4,0,0,4,4,1.0,0.857143,11936,11943,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,234,53,21,21,11,5,16,21,1.0,0.5311356666666667,11884,11992,16
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,235,2,1,1,0,0,1,1,1.0,1.0,11882,11883,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,439,236,5,2,2,1,1,1,2,1.0,0.5,11927,11931,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,17,2,1,1,0,0,1,1,1.0,1.0,21915,21916,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,20,4,2,2,0,0,2,2,1.0,1.0,21911,21914,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,21,2,1,1,0,0,1,1,1.0,1.0,21909,21910,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,22,2,1,1,0,0,1,1,1.0,1.0,21917,21918,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,24,21,8,8,5,4,4,8,1.0,0.409091,21861,21883,9
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,25,14,7,7,0,0,7,7,1.0,0.8367348571428571,21893,21906,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,28,2,1,1,0,0,1,1,1.0,1.0,21907,21908,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,100,4,2,2,0,0,2,2,1.0,1.0,21869,21885,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,101,7,3,3,1,1,2,3,1.0,0.37333333333333335,21886,21892,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,487,102,134,45,45,44,26,19,45,0.769231,0.17948713333333335,21919,22052,70
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,31,22,11,11,0,0,11,11,1.0,0.3471071818181818,44411,44432,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,32,50,17,17,16,14,3,17,1.0,0.058823529411764705,44357,44406,30
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,33,24,9,9,6,2,7,9,1.0,0.19259241111111106,44433,44456,8
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,34,9,4,4,1,1,3,4,1.0,0.625,44457,44465,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,36,11,5,5,1,1,4,5,1.0,0.4588236,44334,44356,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,37,7,3,3,1,1,2,3,1.0,0.5333333333333333,44289,44295,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,38,32,14,14,4,4,10,14,1.0,0.5238094785714286,44296,44327,8
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,39,12,6,6,0,0,6,6,1.0,0.7894736666666667,44330,44352,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,40,26,10,10,6,5,5,10,1.0,0.376923,44267,44410,11
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,492,128,6,3,3,0,0,3,3,1.0,0.851852,44328,44344,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,41,15,4,4,7,3,1,4,1.0,0.25,69887,69901,10
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,43,42,13,13,16,12,1,13,1.0,0.07692307692307693,69902,69943,28
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,44,7,3,3,1,1,2,3,1.0,0.3333333333333333,69944,69950,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,46,23,11,11,1,1,10,11,1.0,0.5353534545454545,69951,69999,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,49,19,9,9,1,1,8,9,1.0,0.4640523888888889,69955,70046,2
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,67,14,7,7,0,0,7,7,0.9,0.7785714285714286,69959,70058,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,104,14,5,5,4,2,3,5,1.0,0.46666660000000004,69961,70062,6
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,106,12,5,5,2,2,3,5,1.0,0.4,69971,70072,4
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,107,33,12,12,9,2,10,12,1.0,0.29545459166666665,69975,70064,11
